name,website,stage_focus,investment_focus,avg_check_size,location,geographies,can_lead,source_link,portfolio_examples,investor_type,data_source
Brian Kobus,,"Series B, Early Stage Venture, Series A","Health Care, Wearables, Telecommunications",,Canada Ontario Toronto,,,https://investorhunt.co/investors/brian-kobus,"Radian6, ScribbleLive, Nudgeai, Sonian, HelloSelf","Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Laurel Touby,,"Seed, Pre-Seed, Early Stage Venture","Advertising, Health Care, Digital Therapeutics",,United States New York New York City,,,https://investorhunt.co/investors/laurel-touby,"Immediately, Drop, PeerIQ, Click Therapeutics, Fresco News","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner",investorhunt
Eric Lefkofsky,,"Seed, Pre-Seed","Health Care, E-commerce, Artificial Intelligence (AI)",,United States Illinois Chicago,,,https://investorhunt.co/investors/eric-lefkofsky,"Groupon, Reverb.com, Tempus, Da'at Technologies, Ark","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Saam Motamedi,,"Series B, Early Stage Venture, Series A","Health Care, Talent Management, E-commerce",,United States California Stanford,,,https://investorhunt.co/investors/saam-motamedi,"Apiiro, Fermat Commerce, Abnormal AI, Snorkel AI, Cresta","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Benjamin Dunphy,,Early Stage Venture,"Advertising, Health Care, South East Asia-based Startups",,Singapore Central Singapore Community Development Council Singapore,,,https://investorhunt.co/investors/benjamin-dunphy,"Tazapay, Lexer, Cialfo, BukuKas, Kyt","Venture Capital, Founder, Private Equity Firm",investorhunt
Evan Hochhauser,,Series B,"Advice, Health Care, Data Integration",,United States New York New York City,,,https://investorhunt.co/investors/evan-hochhauser,"Firsthand, Clerio Vision, 1000museums.com, K4Connect, MobileHelp","Venture Capital, Private Equity Firm, Micro VC, Investment Partner, Investor",investorhunt
Chris Jones,,"Series B, Early Stage Venture","Health Care, Commercial, Wearables",,United Kingdom England Taunton,,,https://investorhunt.co/investors/chris-jones,"AD Williams, Juriba","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Investor",investorhunt
Kelsey Maguire,,"Series B, Series A","Patient Care, Health Care, Wearables",,United States Illinois Chicago,,,https://investorhunt.co/investors/kelsey-maguire,"Full Harvest, Nuritas, Picwell, Lumiata, Culture Biosciences","Venture Capital, Accelerator, Private Equity Firm",investorhunt
Olivier Arconte,,Seed,"Health Care, Accounting, Customer Service",,France Auvergne-Rhône-Alpes Lyon,,,https://investorhunt.co/investors/olivier-arconte,Doctolib,Angel/Individual,investorhunt
Ravi Gupta,,Early Stage Venture,"Health Care, Wearables, Email",,United States California San Francisco,,,https://investorhunt.co/investors/ravi-gupta,"Streamlit, Pendulum Therapeutics, CaptivateIQ, Dingdong Maicai, Cresta","Venture Capital, Private Equity Firm",investorhunt
Rich Langdale,,Early Stage Venture,"Health Care, Wearables, Autonomous Vehicles",,United States Ohio Columbus,,,https://investorhunt.co/investors/rich-langdale,"Aver, SafeChain Inc., SafeChain, Exel Solar US, Rhyme","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Branden Fini,,Series A,"Mental Health Tech, Health Care, Digital Therapeutics",,United States Utah Salt Lake City,,,https://investorhunt.co/investors/branden-fini,"DexCare, SpineZone, Lyra Health, Kyruus, Protenus","Venture Capital, Private Equity Firm",investorhunt
Nimi Katragadda,,"Seed, Pre-Seed, Early Stage Venture, Series A","Health Care, Payments, Disruptive Innovation",,United States New York New York City,,,https://investorhunt.co/investors/nimi-katragadda,"Atrium, Hex Technologies Inc., Terminal 49, Prime Discoveries, Rough Draft Ventures","Venture Capital, Founder, Private Equity Firm, Finance Operator, Micro VC, Investment Partner, Investor",investorhunt
Dominic Maier,,Seed,"Advertising, Health Care, Hospitals",,United Kingdom England London,,,https://investorhunt.co/investors/dominic-maier,"Qloo, Lyric, hackajob, Thimble, 2045Tech","Venture Capital, Private Equity Firm, Fund Of Funds, Investor",investorhunt
Wende Hutton,,Seed,"Advertising, Health Care, E-commerce",,United States California Menlo Park,,,https://investorhunt.co/investors/wende-hutton,Antiva Biosciences,"Venture Capital, Private Equity Firm, Investor",investorhunt
Robert Garber,,"Seed, Early Stage Venture","Health Care, Digital Therapeutics, Wearables",,United States Illinois Chicago,,,https://investorhunt.co/investors/robert-garber,"Zerigo Health, AVIA, WiserTogether, CirrusMD, CareDox","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Tony Grover,,,"Health Care, Mobility, E-commerce",,United States Michigan Ann Arbor,,,https://investorhunt.co/investors/tony-grover,"BountyJobs, Caterva, Glyde, Janrain, Mojo Motors","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Sanjeev Yamsani,,"Seed, Early Stage Venture, Series A","Advertising, Clean Tech, Health Care",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/sanjeev-yamsani,"Pitstop, Infinite Uptime, MoEngage, Ocean Sparkle, Perpetual Global Technologies","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Casber Wang,,"Series B, Early Stage Venture, Late Stage Venture","Health Care, Talent Management, Wearables",,United States California San Francisco,,,https://investorhunt.co/investors/casber-wang,"PlayVS, SafeGraph, CircleCI, BetterUp, Overtime","Venture Capital, Entrepreneurship Program, Corporate Venture Capital, Private Equity Firm, Fund Of Funds, Investor",investorhunt
Tommi Aijaelae,,Early Stage Venture,"Health Care, Solar Energy, Wellness",,Finland Uusimaa Helsinki,,,https://investorhunt.co/investors/tommi-aijaelae,"FVCA - Pääomasijoittajat, Cronvall, Feelingstream - stop losing in customer service, Scratcher.io, SpinDrive","Venture Capital, Corporate Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Zhaoyu Li,,"Seed, Early Stage Venture","Advertising, Health Care, Digital Services",,United States Washington Seattle,,,https://investorhunt.co/investors/zhaoyu-li,"Twentyeight Health, LinkSquares, Edmit, Latch","Angel/Individual, Investment Partner",investorhunt
Candice Brackeen,,"Seed, Pre-Seed","Health Care, High-growth Startups, E-commerce",,United States Ohio Cincinnati,,,https://investorhunt.co/investors/candice-matthews-brackeen,"Undock, Allergy Amulet, Healthy Roots Dolls, Kare Mobile, FreshFry","Venture Capital, Corporate Venture Capital, Private Equity Firm, Fund Of Funds, Investor",investorhunt
Sam Baker,,"Series B, Series A","Health Care, Data Integration, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/sam-baker,Comet.ml,"Venture Capital, Entrepreneurship Program, Growth Operator, Private Equity Firm, Investment Partner, Investor",investorhunt
Paul Kohli,,"Series B, Early Stage Venture, Series A","Health Care, Emerging Technology, iOS Development",,United States California Menlo Park,,,https://investorhunt.co/investors/paul-kohli,"SeekOut, Cube, Recogni, Quilt, Plus","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investment Partner",investorhunt
Molly Bonakdarpour,,"Series B, Early Stage Venture","Health Care, Data Integration, Talent Management",,United States Ohio Columbus,,,https://investorhunt.co/investors/molly-bonakdarpour,"CirrusMD, battleface, Cyclica, Conduit Health, Droxi","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Kevin Hayes,,Early Stage Venture,"Advertising, Health Care, Wellness",,United States Ohio Beachwood,,,https://investorhunt.co/investors/kevin-hayes,NeuroControl Corporation,"Venture Capital, Private Equity Firm, Angel/Individual, CEO, Micro VC",investorhunt
Chris Cooper,,"Series B, Early Stage Venture, Series A","Health Care, High-growth Startups, E-commerce",,United States Utah Salt Lake City,,,https://investorhunt.co/investors/chris-cooper,"Genetic Finance, Hornet Networks, MX Technologies, CloudVelocity, DNN Corp.","Hedge Fund, Venture Capital, Private Equity Firm",investorhunt
Stan Lynall,,Non Equity Assistance,"Patient Care, Health Care, Wearables",,United States Illinois Peoria,,,https://investorhunt.co/investors/stan-lynall,"Recuro Health, Inflammatix, DotCom Therapy, PhotoniCare, SilverCloud Health","Venture Capital, Engineering Operator, Corporate Venture Capital",investorhunt
Hrach Simonian,,"Series B, Series A","Advertising, Health Care, Remote Work Tech",,United States California Menlo Park,,,https://investorhunt.co/investors/hrach-simonian,"Lending Club, Blip, CompStak, UrbanSitter, Instacart","Venture Capital, Private Equity Firm, Investor",investorhunt
Tomy Han,,Seed,"Advertising, Health Care, Telecommunications",,United States Massachusetts Boston,,,https://investorhunt.co/investors/tomy-kihoon-han,"Assent Compliance, Ping Identity, Xoom, TraceLink, mindSHIFT Technologies","Venture Capital, Private Equity Firm, Investor",investorhunt
Geri Kirilova,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Remote Work Tech, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/geri-kirilova,"Homer Logistics, Ocrolus, Wethos, AutoFi, Unioncrate","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Larry Miller,,Early Stage Venture,"Health Care, Enterprise Software, Energy",,United States Pennsylvania Pittsburgh,,,https://investorhunt.co/investors/larry-miller,"Honeycomb Credit, SpIntellx, Komodo, Civic Champs, Gus Gear","Venture Capital, Incubator, Government Office, Private Equity Firm",investorhunt
Rebecca Lynn,,"Seed, Series B, Early Stage Venture, Series A","Health Care, Wellness, Enterprise Software",,United States California San Francisco,,,https://investorhunt.co/investors/rebecca-lynn,"Yellowsmith, Possible Finance, Convo, Tilled, Particle Health","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Jed Smith,,Early Stage Venture,"Health Care, Wearables, Events Services",,United States California San Francisco,,,https://investorhunt.co/investors/jed-smith,"PresenceLearning, Modumetal, MasteryConnect, EdSurge, Quri","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Connor Pike,,"Series B, Early Stage Venture","Advertising, Health Care, Talent Management",,United States California San Francisco,,,https://investorhunt.co/investors/connor-pike,"Poolwerx Corporation Pty Ltd, Wine Access, Forum Brands, SmartSign, Vuori","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Jason Shuman,,"Seed, Early Stage Venture","Advertising, Health Care, Talent Management",,United States New York New York City,,,https://investorhunt.co/investors/jason-shuman,"Latch, Gamer Sensei, Skedaddle, Transported, Roam","Venture Capital, Private Equity Firm, Investor",investorhunt
SC Moatti,,"Seed, Early Stage Venture","Advertising, Health Care, Genetics",,United States California San Francisco,,,https://investorhunt.co/investors/sc-moatti,"Aqueduct Critical Care, Bluedot, Amplitude, DigitalOcean, Accern","Venture Capital, Founder, Private Equity Firm, Micro VC, Investment Partner, Investor",investorhunt
Robert Faber,,Seed,"Health Care, Email, E-commerce",,United States Florida Tampa,,,https://investorhunt.co/investors/robert-faber,"The Zebra, VAZATA, Pace mate, Mailprotector, Carterra","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investment Partner, Investor",investorhunt
TJ Nahigian,,"Seed, Early Stage Venture, Series A","Health Care, Talent Management, Autonomous Vehicles",,United States California San Francisco,,,https://investorhunt.co/investors/tj-nahigian,"Cue, Avochato, Acquire, Coatue Management, Accel Partners","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Ilkka Kivimaeki,,"Pre-Seed, Early Stage Venture, Series A","Health Care, Brand Development, Pet Care",,Finland Uusimaa Helsinki,,,https://investorhunt.co/investors/ilkka-kivimaeki,"Baseimmune, Enfuce, Calqulate, ultimate.ai, IQM","Venture Capital, Private Equity Firm",investorhunt
Joe Bond,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Talent Management, Remote Work Tech",,United Kingdom England Greater London,,,https://investorhunt.co/investors/joe-bond,"Abacum, Syft App, Smitten, Nodalview, Blueheart","Venture Capital, Founder, Growth Operator, Private Equity Firm, Finance Operator, Micro VC",investorhunt
Oleg Malenkov,,"Seed, Early Stage Venture","Health Care, Mobility, Autonomous Vehicles",,United Kingdom England London,,,https://investorhunt.co/investors/oleg-malenkov,"Walnut, Jiffy Grocery, Coterie, CAST.AI, Bipi","Venture Capital, Entrepreneurship Program, Accelerator, Private Equity Firm, Investor",investorhunt
Sachin Tagra,,"Early Stage Venture, Series A, Non Equity Assistance","Local Commerce, Health Care, Data Science",,India Maharashtra Mumbai,,,https://investorhunt.co/investors/sachin-tagra,"HealthPlix, Purplle, HomeLane, LimeTray, Indus OS","Venture Capital, Private Equity Firm",investorhunt
Matt Downs,,Series B,"Health Care, Wearables, Genetics",,United States Utah Lehi,,,https://investorhunt.co/investors/matt-downs,"Full Harvest, Nuritas, Picwell, Lumiata, Culture Biosciences","Venture Capital, Accelerator, Private Equity Firm, Investor",investorhunt
Anis Uzzaman,,"Seed, Pre-Seed, Early Stage Venture","Clean Tech, Health Care, Mobility",,United States California San Jose,,,https://investorhunt.co/investors/anis-uzzaman-phd,"Vicarious, Osaro, DoorDash, Robinhood, Bulletin",Venture Capital,investorhunt
Jake Medwell,,Series B,"Health Care, Autonomous Vehicles, Events Services",,United States Texas Austin,,,https://investorhunt.co/investors/jake-medwell,"MakeSpace, Eight Sleep, Millions, IdeaFlow, Premise Data","Venture Capital, Advisor, Founder, Private Equity Firm, Finance Operator, Investor",investorhunt
Brian Davis,,"Early Stage Venture, Series A","Advertising, Health Care, Emerging Technology",,United States Colorado Denver,,,https://investorhunt.co/investors/brian-davis,"Thrive Global, Ring, Scopely, dot.LA, June","Venture Capital, Founder, Private Equity Firm, Finance Operator, Investor",investorhunt
Brian Matthews,,Seed,"Advertising, Patient Care, Health Care",,United States Missouri Chesterfield,,,https://investorhunt.co/investors/brian-matthews,"ApplyBoard, Taulia, Digabit, Inc., Taulia Inc., Social Tables","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner",investorhunt
Byron Deeter,,"Series B, Early Stage Venture","Health Care, Sports Events, E-commerce",,United States California Atherton,,,https://investorhunt.co/investors/byron-deeter,"Fam, SendGrid, Twilio, Tile, Zylo","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investor",investorhunt
Todd Klein,,Early Stage Venture,"Advertising, Health Care, Talent Management",,United States Maryland Bethesda,,,https://investorhunt.co/investors/todd-klein,"Arxan Technologies, Aztek Networks, ideeli, Overture Networks, PaySimple","Venture Capital, Private Equity Firm",investorhunt
Liam Donohue,,"Seed, Early Stage Venture, Series A","Health Care, Data Integration, High-growth Startups",,United States Massachusetts Boston,,,https://investorhunt.co/investors/liam-donohue,"EnergyHub, CoPatient, Corvus Insurance, AbleTo, Iora Health","Venture Capital, Founder, Private Equity Firm, Venture Debt, Investment Partner, Investor",investorhunt
Jim Gunton,,"Early Stage Venture, Series A","Clean Tech, Health Care, Telecommunications",,United States New Jersey Trenton,,,https://investorhunt.co/investors/jim-gunton,"TrekIT Health, Forefront TeleCare, CareAlign","Venture Capital, Private Equity Firm",investorhunt
Matus Maar,,"Seed, Series A","Health Care, Remote Work Tech, Wellness",,United Kingdom England London,,,https://investorhunt.co/investors/matus-maar,"Plum Guide, Pirate Studios, Price f(x)","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Spencer Woods,,"Series B, Early Stage Venture","Health Care, Autonomous Vehicles, E-commerce",,United Kingdom England Hale,,,https://investorhunt.co/investors/spencer-woods,"Caristo Diagnostics, Gousto, Oxbotica, e2e-assure, Cambridge GaN Devices","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investor",investorhunt
Dennis Atkinson,,"Series B, Early Stage Venture","Health Care, Telecommunications, Hospitals",,United Kingdom England London,,,https://investorhunt.co/investors/dennis-atkinson,"Good Technology, Baidu, Direct Flow Medical, Ember, Spinal Modulation","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investor",investorhunt
Hilary Strain,,Early Stage Venture,"Health Care, Data Integration, Semantic Search",,United States California San Francisco,,,https://investorhunt.co/investors/hilary-strain,"Upsolver, StarkWare Industries, Around, Hydrolix, Torii","Venture Capital, Founder, Private Equity Firm",investorhunt
Tim Rea,,"Series B, Early Stage Venture","Health Care, Autonomous Vehicles, E-commerce",,United Kingdom England London,,,https://investorhunt.co/investors/tim-rea,"Caristo Diagnostics, Gousto, Oxbotica, e2e-assure, Cambridge GaN Devices","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investor",investorhunt
Kirsty Macdonald,,"Seed, Early Stage Venture","Health Care, Brand Development, Wearables",,United Kingdom England London,,,https://investorhunt.co/investors/kirsty-macdonald,"Wevat, Simba Sleep, Quell, Koru Kids, Gojimo","Venture Capital, Corporate Venture Capital, Private Equity Firm, Angel/Individual, Micro VC, Investor",investorhunt
Sumant Mandal,,"Series B, Series A","Health Care, Email, E-commerce",,United States California Santa Monica,,,https://investorhunt.co/investors/sumant-mandal,"Uniphore, Rubicon Project, Kazeon, Mimosa Systems, Nile","Venture Capital, Private Equity Firm, Investor",investorhunt
Igor Tikhturov,,Seed,"Health Care, Cybersecurity, Wellness",,United Kingdom England London,,,https://investorhunt.co/investors/igor-tikhturov,"Alphagreen Group, HolidayFox, MEplace, Umba, Angel Investor","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner, Investor",investorhunt
Edward Yip,,"Series B, Early Stage Venture","Health Care, E-commerce, Payments",,United States California San Francisco,,,https://investorhunt.co/investors/edward-yip,"ModCloth, Second Measure, IFTTT, Minted, PumpUp","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investor",investorhunt
Alan Patricof,,"Seed, Pre-Seed, Early Stage Venture, Series A","Advertising, Health Care, Wearables",,United States New York New York City,,,https://investorhunt.co/investors/alan-patricof,"Verse, Leena AI, Catapult, Alpha Tau Medical, Wondery","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Jonathan Ebinger,,Seed,"Health Care, E-commerce, Payments",,United States California San Francisco,,,https://investorhunt.co/investors/jonathan-ebinger,"TenureX, LoftSmart, Loyal Foundry, Haus.com, PayStand","Venture Capital, Private Equity Firm, Angel/Individual, CEO, Investor",investorhunt
Pascal Cagni,,Seed,"Health Care, Remote Work Tech, Autonomous Vehicles",,France Île-de-France Paris,,,https://investorhunt.co/investors/pascal-cagni,"Beam, Foursquare, Graphcore, Formlabs, Everli","Venture Capital, Founder, Private Equity Firm, CEO, Investor",investorhunt
David Beyer,,"Seed, Early Stage Venture, Series A","Advertising, Health Care, Data Integration",,United States California San Francisco,,,https://investorhunt.co/investors/david-beyer,"Cruise, Cruise Automation, Circa, Campaign, Lightwell Hullabalu","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Alan Cohen,,"Seed, Series B, Early Stage Venture","Health Care, Digital Therapeutics, Genetics",,United States California San Francisco,,,https://investorhunt.co/investors/alan-cohen,"Pivot Bio, Mist Systems, Arkin, Luminos.AI, Knitit.ai","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Benjamin Lambert,,"Seed, Series A","Patient Care, Health Care, E-commerce",,United States Utah Salt Lake City,,,https://investorhunt.co/investors/benjamin-lambert,"Divvy, Grow, dot.LA, UpGuard, SteadyMD","Venture Capital, Private Equity Firm, Investor",investorhunt
Anarghya Vardhana,,Early Stage Venture,"Advertising, Health Care, Brand Development",,United States California San Francisco,,,https://investorhunt.co/investors/anarghya-vardhana,"Against Gravity, Discovr Labs, Expii, Imperfect Produce, Vanta","Venture Capital, Corporate Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Tara Reeves,,"Crowdfunding, Series B","Health Care, Wearables, E-commerce",,United Kingdom England London,,,https://investorhunt.co/investors/tara-reeves,"Wave, Manifold.co, Wattpad, Rover, Peerwell","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Rob Delaney,,Series B,"Advertising, Health Care, Payments",,United States New York New York City,,,https://investorhunt.co/investors/rob-delaney,"InstaMed, Bay Dynamics, Accolade, Infrascale, Mavenlink","Venture Capital, Private Equity Firm, Angel/Individual, Investor",investorhunt
Nate Leung,,Series B,"Health Care, Wearables, Accounting",,United States California San Francisco,,,https://investorhunt.co/investors/nate-leung,Tonal,"Venture Capital, Entrepreneurship Program, Private Equity Firm, Fund Of Funds, Investor",investorhunt
Gregory Ott,,Early Stage Venture,"Advertising, Health Care, Wellness",,United States Ohio Twinsburg,,,https://investorhunt.co/investors/gregory-ott,NeuroControl Corporation,"Venture Capital, Private Equity Firm, Angel/Individual, CEO, Micro VC",investorhunt
Jason Caplain,,"Early Stage Venture, Series A","Health Care, Talent Management, Email",,United States North Carolina Durham,,,https://investorhunt.co/investors/jason-caplain,"Artcom, ChannelAdvisor, Etix, Medfusion, WeddingWire","Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Adms Chung,,Seed,"Health Care, Wearables, E-commerce",,United States California Mountain View,,,https://investorhunt.co/investors/adms-chung,"MoBagel, Gridtential Energy, Personalis, LanzaTech, Ambri, Inc.",Angel/Individual,investorhunt
Brian Smiga,,"Seed, Series A","Advertising, Health Care, Remote Work Tech",,United States New York New York City,,,https://investorhunt.co/investors/brian-smiga,"Getaround, Wish, LiveIntent, Coupang, CoPromote","Venture Capital, Angel/Individual",investorhunt
Gil Birnboim,,Early Stage Venture,"Advertising, Health Care, Autonomous Vehicles",,United States New York New York City,,,https://investorhunt.co/investors/gil-birnboim,"Balance, CyCognito, Navmatic inc, BeeHero, SentinelOne","Venture Capital, Accelerator, Private Equity Firm, Micro VC",investorhunt
Yoshimi Nomura,,"Early Stage Venture, Series A","Advertising, Health Care, Telecommunications",,United States California San Francisco,,,https://investorhunt.co/investors/yoshimi-nomura,"FLUX Japan, SafeGraph, CloudNatix, Tsunagu.AI, CAST.AI","Venture Capital, Private Equity Firm",investorhunt
John Babcock,,Early Stage Venture,"Advertising, Health Care, E-commerce",,United States California Pasadena,,,https://investorhunt.co/investors/john-babcock,"Navigating Cancer, UrbanSitter, Factual, Kin Community, Dollar Shave Club","Venture Capital, Private Equity Firm",investorhunt
Elaine Russell,,"Series B, Early Stage Venture","Health Care, Talent Management, Wearables",,United States California Los Angeles,,,https://investorhunt.co/investors/elaine-russell,"ZenBusiness, Scopely, dot.LA, Podchaser, Citizen","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner, Investor",investorhunt
Tim Shannon,,"Series B, Series A","Advertising, Health Care, E-commerce",,United States Connecticut Westport,,,https://investorhunt.co/investors/tim-shannon,"Homeis, Bellhops, Kustomer, Glooko, Leanplum","Venture Capital, Private Equity Firm, Investor",investorhunt
Prashant Shukla,,"Seed, Early Stage Venture, Series A","Advertising, Health Care, Remote Work Tech",,United States California San Francisco,,,https://investorhunt.co/investors/prashant-shukla,"Cabify, Apptimize, Mattermark, Casetext, Able Lending","Venture Capital, Private Equity Firm, Investor",investorhunt
Ishani Ummat,,"Seed, Early Stage Venture, Series A","Advertising, Health Care, Data Integration",,United States Washington Seattle,,,https://investorhunt.co/investors/ishani-ummat,"Shyft Technologies, Coda, Crowd Cow, Pixel8earth, The Riveter","Venture Capital, Private Equity Firm, Investor",investorhunt
Mark Siegel,,Early Stage Venture,"Advertising, Health Care, Drug Discovery",,United States Wyoming Jackson,,,https://investorhunt.co/investors/mark-siegel,"Carbonite, CHECK, Discovery Engine, Dropcam, eXelate","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner",investorhunt
John Cowgill,,Early Stage Venture,"Health Care, Autonomous Vehicles, Cybersecurity",,United States California San Francisco,,,https://investorhunt.co/investors/john-cowgill,"Empirical Security, detections.ai, RunReveal, Definite","Venture Capital, Private Equity Firm, Finance Operator",investorhunt
Nino Marakovic,,Series B,"Health Care, Wearables, Accounting",,United States Texas Austin,,,https://investorhunt.co/investors/nino-marakovic,"Inkling Systems, OpenX, Tonal, Integral Ad Science, OpsRamp, Inc.","Venture Capital, Entrepreneurship Program, Private Equity Firm, CEO, Fund Of Funds, Investor",investorhunt
Timothy Young,,,"Advertising, Health Care, Data Integration",,United States New York New York City,,,https://investorhunt.co/investors/timothy-young,"BridgeAthletic, Gridspace, Maker, Message Bus, Minbox","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Marketing Operator, Investment Partner",investorhunt
Philippe Gire,,"Seed, Early Stage Venture","Advertising, Health Care, Commercial",,France Île-de-France Paris,,,https://investorhunt.co/investors/philippe-gire,"Moment, Cook Angels, Armis, talent.io, Traefik Labs","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Tony Conrad,,"Seed, Series B, Early Stage Venture, Series A","Health Care, Wellness, Enterprise Software",,United States California San Francisco,,,https://investorhunt.co/investors/tony-conrad,"August Home, WeGame, Angara Database Systems, Qualaroo, Quarterly","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Venture Debt, Investment Partner, Investor",investorhunt
Carle Stenmark,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Emerging Technology",,United States California San Francisco,,,https://investorhunt.co/investors/carle-stenmark,"Shogun, Daily Harvest, Daasity, nutpods, Boulevard","Venture Capital, Private Equity Firm, Investor",investorhunt
Vinay Rao,,"Seed, Early Stage Venture, Series A","Advertising, Clean Tech, Health Care",,India Karnataka Bengaluru,,,https://investorhunt.co/investors/vinay-rao,"Pitstop, Infinite Uptime, MoEngage, Ocean Sparkle, Perpetual Global Technologies","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Cenk Bayrakdar,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Digital Services",,Turkey Istanbul Province Istanbul,,,https://investorhunt.co/investors/cenk-bayrakdar,"Getir, Massive Bio, CYVision, TransferGo, Figopara","Venture Capital, Corporate Venture Capital, Private Equity Firm, Micro VC",investorhunt
Ali Tamaseb,,Early Stage Venture,"Health Care, Genetics, Women Founded",,United States California San Francisco,,,https://investorhunt.co/investors/ali-tamaseb,"StarkWare Industries, Gro Intelligence, Deepcell, Subtle Medical, Axelar","Venture Capital, Private Equity Firm",investorhunt
Roger Ehrenberg,,Seed,"Advertising, Health Care, Email",,United States New York New York City,,,https://investorhunt.co/investors/roger-ehrenberg,"Amicus, Kohort, Twice, Stocktwits, BillGuard","Venture Capital, Advisor, Angel/Individual, Investment Partner",investorhunt
Aaron Goldman,,Series B,"Health Care, Talent Management, E-commerce",,United States New York New York City,,,https://investorhunt.co/investors/aaron-goldman,"Opendoor, Grove Collaborative, Bolt, Unacademy, Duolingo","Venture Capital, Private Equity Firm, Investor",investorhunt
Aaron Cohen,,Early Stage Venture,"Advice, Health Care, Telecommunications",,United States Illinois Chicago,,,https://investorhunt.co/investors/aaron-cohen,"Gogo, CAPTRUST, Vivid Seats, Vector Laboratories, Transaction Data Systems","Venture Capital, Private Equity Firm",investorhunt
Mark Mansour,,Early Stage Venture,"Advertising, Health Care, Wellness",,United States Ohio Beachwood,,,https://investorhunt.co/investors/mark-mansour,"NeuroControl Corporation, RMB Products, Zinkan","Venture Capital, Private Equity Firm, Angel/Individual, CEO, Micro VC",investorhunt
Rainer Strohmenger,,"Seed, Early Stage Venture","Health Care, Digital Therapeutics, Regenerative Medicine",,Germany Bavaria Munich,,,https://investorhunt.co/investors/rainer-strohmenger,"Actelion, Definiens, Genticel, Immatics Biotechnologies, Immobilien Scout","Venture Capital, Private Equity Firm, Finance Operator",investorhunt
Vasudev Bailey,,"Series B, Series A","Health Care, Drug Discovery, Cybersecurity",,United States California San Francisco,,,https://investorhunt.co/investors/vasudev-bailey,"Artsy, Quid, Modern Meadow, Practice Fusion, Palantir Technologies","Venture Capital, Private Equity Firm",investorhunt
Vic Singh,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Data Integration, Hospitals",,United States New York New York City,,,https://investorhunt.co/investors/vic-singh,"Fitocracy, BetterCompany, Luxe, Hinge, Owlet Baby Care","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Marketing Operator, Investor",investorhunt
